player_id,name,club,position,price,status,xmins,xpts_gw1,xpts_gw2,xpts_gw3,xpts_gw4,xpts_gw5,xpts_gw6,xpts_gw7,xpts_gw8
2952,Ché Nunnely,Radomiak Radom,MID,1.8,ok,20.0,3.8,2.8,3.9,2.6,4.0,3.7,2.8,3.6
2462,Amir Al-Ammari,Cracovia,MID,1.8,ok,85.0,2.5,3.8,3.2,3.7,3.9,3.1,3.9,3.1
2176,Mateusz Kowalczyk,GKS Katowice,MID,1.9,ok,85.0,3.0,4.1,3.9,3.2,3.9,3.0,3.0,3.1
2685,Apóstolos Konstantópoulos,Jagiellonia Białystok,DEF,1.7,ok,20.0,4.4,2.8,4.3,4.5,1.7,2.0,4.9,2.5
1582,Yehor Matsenko,Śląsk Wrocław,DEF,1.8,ok,85.0,2.5,4.2,4.5,2.9,4.3,2.0,2.3,4.4
2779,Deni Jurić,Wisła Płock,FWD,1.8,ok,85.0,2.8,3.8,3.1,3.3,3.1,3.9,3.2,3.9
2616,Kamil Jakubczyk,Korona Kielce,MID,1.7,ok,20.0,2.8,3.8,3.5,2.8,3.9,3.1,3.9,3.2
1623,Filip Borowski,Piast Gliwice,DEF,1.6,ok,85.0,2.7,4.7,1.7,4.3,3.9,2.7,4.1,2.9
2869,Jakub Krzyżanowski,Wisła Kraków,DEF,1.6,ok,45.0,4.5,2.1,4.8,2.0,2.3,4.7,2.1,4.3
994,Lukas Klemenz,GKS Katowice,DEF,2.0,ok,45.0,2.5,4.9,4.5,2.8,4.5,2.4,2.5,2.7
2386,Patrik Hellebrand,Korona Kielce,MID,2.1,ok,45.0,2.7,3.7,3.5,2.8,3.8,3.1,3.9,3.2
2448,Alex Douglas,Lech Poznań,DEF,1.8,ok,20.0,4.1,3.1,3.9,2.9,3.9,2.4,3.9,2.5
2316,Mateusz Pruchniewski,Lech Poznań,GK,0.7,ok,45.0,4.1,3.1,3.9,2.9,3.9,2.4,3.9,2.5
2894,Malaly Dembélé,Śląsk Wrocław,FWD,1.9,ok,20.0,3.0,3.7,3.8,3.2,3.7,2.7,2.9,3.7
2444,Marcel Krajewski,Widzew Łódź,DEF,1.8,ok,45.0,4.7,2.8,2.1,4.2,3.0,3.1,4.8,1.9
2454,Pau Resta,GKS Katowice,DEF,1.9,ok,45.0,2.5,4.9,4.4,2.8,4.5,2.4,2.4,2.7
2874,James Igbekeme,Wisła Kraków,MID,1.7,ok,85.0,3.8,2.7,3.9,2.7,2.8,3.9,2.8,3.7
1494,Kacper Duda,Wisła Kraków,MID,1.6,ok,85.0,3.8,2.7,3.9,2.7,2.8,3.9,2.8,3.7
2100,Dušan Stojinović,Jagiellonia Białystok,DEF,1.7,ok,45.0,4.3,2.7,4.2,4.4,1.6,1.9,4.8,2.4
2752,Slobodan Rubežić,Korona Kielce,DEF,1.7,ok,85.0,2.0,4.2,3.6,2.1,4.4,2.6,4.4,2.8
1893,Dani Pacheco,Wisła Płock,MID,1.8,ok,85.0,2.7,3.7,3.0,3.2,3.0,3.7,3.1,3.7
2890,Alex Timossi Andersson,Śląsk Wrocław,MID,2.0,ok,20.0,2.9,3.6,3.7,3.1,3.6,2.7,2.8,3.7
1214,Filip Szymczak,Zagłębie Lubin,FWD,1.8,ok,20.0,3.6,2.5,2.5,3.9,3.0,3.7,3.1,3.7
1931,Steve Kapuadi,Widzew Łódź,DEF,1.8,ok,85.0,4.6,2.7,2.1,4.1,2.9,3.0,4.7,1.9
1020,Jakub Łabojko,Piast Gliwice,MID,1.7,ok,45.0,3.0,3.8,2.5,3.6,3.4,3.0,3.5,3.1
20,Damian Dąbrowski,Zagłębie Lubin,MID,1.7,ok,85.0,3.6,2.5,2.5,3.9,3.0,3.7,3.1,3.6
1909,Rafał Adamski,Legia Warszawa,FWD,2.0,ok,85.0,2.9,3.7,2.8,3.7,2.8,3.6,2.9,3.5
2900,Nikola Knezevic,Wieczysta Kraków,MID,1.7,ok,45.0,3.3,3.1,3.1,3.0,3.0,3.1,4.0,3.2
1540,Norbert Wojtuszek,Jagiellonia Białystok,DEF,1.9,ok,85.0,4.2,2.6,4.1,4.3,1.6,1.9,4.7,2.4
1747,Igor Drapiński,Piast Gliwice,DEF,1.8,ok,85.0,2.6,4.5,1.6,4.1,3.7,2.6,3.9,2.7
2841,Yvan Ikia Dimi,Górnik Zabrze,MID,1.7,ok,45.0,3.9,2.8,2.9,4.0,2.5,3.6,2.7,3.2
2939,Nik Prelec,Jagiellonia Białystok,FWD,2.0,ok,20.0,3.6,3.0,3.5,3.6,2.5,2.7,3.8,2.9
2456,Christopher Simon,Motor Lublin,MID,1.7,ok,85.0,2.7,3.6,2.9,3.7,2.8,3.6,3.6,2.6
2909,Dominik Baumgartner,Cracovia,DEF,1.8,ok,20.0,1.4,4.1,2.7,3.8,4.1,2.5,4.3,2.6
423,Adrian Błąd,GKS Katowice,MID,1.7,ok,20.0,2.9,3.8,3.6,3.0,3.6,2.8,2.8,3.0
2016,Jakub Lewicki,Piast Gliwice,DEF,1.7,ok,85.0,2.5,4.5,1.6,4.1,3.7,2.6,3.8,2.7
2450,Ivan Brkić,Legia Warszawa,GK,1.8,ok,20.0,2.3,4.3,2.1,4.3,2.1,4.2,2.4,3.7
2908,Szymon Bartlewicz,GKS Katowice,MID,1.6,ok,20.0,2.8,3.8,3.6,3.0,3.6,2.8,2.8,2.9
2435,Zié Ouattara,Radomiak Radom,DEF,1.8,ok,85.0,4.0,2.0,4.1,1.5,4.4,3.8,1.9,3.6
2930,Dieudonné Debohi,Raków Częstochowa,DEF,1.9,ok,20.0,3.9,2.4,4.2,1.8,4.0,3.5,1.3,4.2
2838,Dominik Czeremski,Raków Częstochowa,GK,0.7,ok,20.0,3.9,2.4,4.2,1.8,4.0,3.5,1.3,4.2
2325,Erick Otieno,Raków Częstochowa,DEF,1.8,ok,20.0,3.9,2.4,4.2,1.8,4.0,3.5,1.3,4.2
2961,Nikodem Całko,Raków Częstochowa,DEF,0.7,ok,20.0,3.9,2.4,4.2,1.8,4.0,3.5,1.3,4.2
2932,Tarik Karić,Raków Częstochowa,GK,1.8,ok,20.0,3.9,2.4,4.2,1.8,4.0,3.5,1.3,4.2
2843,Wiktor Żołneczko,Raków Częstochowa,GK,0.7,ok,20.0,3.9,2.4,4.2,1.8,4.0,3.5,1.3,4.2
2125,Gleb Kuczko,Wisła Płock,MID,0.9,ok,20.0,2.7,3.5,2.9,3.1,2.9,3.6,3.0,3.6
2508,Mateusz Dziewiatowski,Zagłębie Lubin,MID,1.4,ok,20.0,3.5,2.5,2.5,3.8,2.9,3.6,3.0,3.5
2781,Žan Rogelj,Wisła Płock,DEF,1.8,ok,85.0,2.0,4.0,2.5,3.1,2.5,4.2,2.7,4.2
2807,Kellyn Acosta,Pogoń Szczecin,MID,1.8,ok,45.0,3.2,2.7,3.5,2.6,3.6,2.8,3.4,3.4
2391,Miki Villar,Wieczysta Kraków,MID,1.7,ok,85.0,3.2,3.0,3.0,3.0,2.9,3.0,3.9,3.1
692,Zoran Arsenić,Legia Warszawa,DEF,1.8,ok,20.0,2.1,4.4,2.0,4.4,2.0,4.3,2.2,3.7
722,Karol Angielski,Pogoń Szczecin,FWD,1.8,ok,45.0,3.2,2.7,3.5,2.6,3.5,2.8,3.4,3.4
681,Michał Nalepa,Zagłębie Lubin,DEF,1.7,ok,85.0,3.9,1.6,1.6,4.6,2.4,4.2,2.7,4.0
563,Marcin Wasielewski,GKS Katowice,DEF,2.0,ok,85.0,2.3,4.6,4.1,2.6,4.2,2.2,2.3,2.6
